aggregator,attack,round,num_honest,num_attackers,dim,byzantine_fraction,clip_radius,seed,distance_from_true_value,asr
fedavg,persistent_sybil,12,8,2,3,0.2,1.0,1001,17.026289,0.20061494
fedavg,persistent_sybil,13,8,2,3,0.2,1.0,1001,17.131077,0.20184962
fedavg,persistent_sybil,14,8,2,3,0.2,1.0,1001,17.060017,0.20101234
fedavg,persistent_sybil,15,8,2,3,0.2,1.0,1001,16.900433,0.19913203
fedavg,persistent_sybil,16,8,2,3,0.2,1.0,1001,16.851702,0.19855784
fedavg,persistent_sybil,17,8,2,3,0.2,1.0,1001,17.002214,0.20033129
fedavg,persistent_sybil,18,8,2,3,0.2,1.0,1001,16.984417,0.20012158
fedavg,persistent_sybil,19,8,2,3,0.2,1.0,1001,17.002941,0.20033985
fedavg,persistent_sybil,0,8,2,3,0.2,1.0,2001,17.026028,0.20061187
fedavg,persistent_sybil,1,8,2,3,0.2,1.0,2001,16.73597,0.19719422
fedavg,persistent_sybil,2,8,2,3,0.2,1.0,2001,16.83839,0.198401
fedavg,persistent_sybil,3,8,2,3,0.2,1.0,2001,16.905746,0.19919464
fedavg,persistent_sybil,4,8,2,3,0.2,1.0,2001,17.090366,0.20136994
fedavg,persistent_sybil,5,8,2,3,0.2,1.0,2001,16.88737,0.1989781
fedavg,persistent_sybil,6,8,2,3,0.2,1.0,2001,16.952198,0.19974196
fedavg,persistent_sybil,7,8,2,3,0.2,1.0,2001,16.955162,0.19977689
fedavg,persistent_sybil,8,8,2,3,0.2,1.0,2001,17.038013,0.2007531
fedavg,persistent_sybil,9,8,2,3,0.2,1.0,2001,17.044405,0.2008284
fedavg,persistent_sybil,10,8,2,3,0.2,1.0,2001,16.917152,0.19932903
fedavg,persistent_sybil,11,8,2,3,0.2,1.0,2001,16.972807,0.19998479
fedavg,persistent_sybil,12,8,2,3,0.2,1.0,2001,17.15824,0.20216967
fedavg,persistent_sybil,13,8,2,3,0.2,1.0,2001,17.149744,0.20206958
fedavg,persistent_sybil,14,8,2,3,0.2,1.0,2001,16.88247,0.19892037
fedavg,persistent_sybil,15,8,2,3,0.2,1.0,2001,16.986656,0.20014797
fedavg,persistent_sybil,16,8,2,3,0.2,1.0,2001,16.874382,0.19882508
fedavg,persistent_sybil,17,8,2,3,0.2,1.0,2001,17.09483,0.20142254
fedavg,persistent_sybil,18,8,2,3,0.2,1.0,2001,17.0207,0.2005491
fedavg,persistent_sybil,19,8,2,3,0.2,1.0,2001,17.111414,0.20161794
fedavg,persistent_sybil,0,8,2,3,0.2,1.0,3001,16.98005,0.20007011
fedavg,persistent_sybil,1,8,2,3,0.2,1.0,3001,16.945242,0.19966
fedavg,persistent_sybil,2,8,2,3,0.2,1.0,3001,17.155369,0.20213585
fedavg,persistent_sybil,3,8,2,3,0.2,1.0,3001,16.876078,0.19884506
fedavg,persistent_sybil,4,8,2,3,0.2,1.0,3001,16.93854,0.19958103
fedavg,persistent_sybil,5,8,2,3,0.2,1.0,3001,16.951605,0.19973497
fedavg,persistent_sybil,6,8,2,3,0.2,1.0,3001,16.933462,0.1995212
fedavg,persistent_sybil,7,8,2,3,0.2,1.0,3001,16.909292,0.19923641
fedavg,persistent_sybil,8,8,2,3,0.2,1.0,3001,16.935732,0.19954795
fedavg,persistent_sybil,9,8,2,3,0.2,1.0,3001,17.04365,0.2008195
fedavg,persistent_sybil,10,8,2,3,0.2,1.0,3001,17.080673,0.20125574
fedavg,persistent_sybil,11,8,2,3,0.2,1.0,3001,16.806553,0.19802587
fedavg,persistent_sybil,12,8,2,3,0.2,1.0,3001,17.081898,0.20127016
fedavg,persistent_sybil,13,8,2,3,0.2,1.0,3001,16.898067,0.19910416
fedavg,persistent_sybil,14,8,2,3,0.2,1.0,3001,16.93225,0.19950691
fedavg,persistent_sybil,15,8,2,3,0.2,1.0,3001,16.92433,0.1994136
fedavg,persistent_sybil,16,8,2,3,0.2,1.0,3001,17.042038,0.20080051
fedavg,persistent_sybil,17,8,2,3,0.2,1.0,3001,17.168282,0.202288
fedavg,persistent_sybil,18,8,2,3,0.2,1.0,3001,17.020422,0.20054582
fedavg,persistent_sybil,19,8,2,3,0.2,1.0,3001,17.070965,0.20114134
fedavg,persistent_sybil,0,8,2,3,0.2,1.0,4001,16.940168,0.19960022
fedavg,persistent_sybil,1,8,2,3,0.2,1.0,4001,16.953426,0.19975643
fedavg,persistent_sybil,2,8,2,3,0.2,1.0,4001,16.95562,0.19978228
fedavg,persistent_sybil,3,8,2,3,0.2,1.0,4001,16.974546,0.20000528
fedavg,persistent_sybil,4,8,2,3,0.2,1.0,4001,16.964914,0.19989179
fedavg,persistent_sybil,5,8,2,3,0.2,1.0,4001,17.065178,0.20107315
fedavg,persistent_sybil,6,8,2,3,0.2,1.0,4001,16.952446,0.19974488
fedavg,persistent_sybil,7,8,2,3,0.2,1.0,4001,17.029116,0.20064825
fedavg,persistent_sybil,8,8,2,3,0.2,1.0,4001,17.049046,0.20088308
fedavg,persistent_sybil,9,8,2,3,0.2,1.0,4001,17.030855,0.20066875
fedavg,persistent_sybil,10,8,2,3,0.2,1.0,4001,16.977266,0.20003733
fedavg,persistent_sybil,11,8,2,3,0.2,1.0,4001,17.000307,0.20030881
fedavg,persistent_sybil,12,8,2,3,0.2,1.0,4001,16.984943,0.20012778
fedavg,persistent_sybil,13,8,2,3,0.2,1.0,4001,17.065851,0.2010811
fedavg,persistent_sybil,14,8,2,3,0.2,1.0,4001,16.940279,0.19960152
fedavg,persistent_sybil,15,8,2,3,0.2,1.0,4001,16.943071,0.19963442
fedavg,persistent_sybil,16,8,2,3,0.2,1.0,4001,16.95906,0.19982281
fedavg,persistent_sybil,17,8,2,3,0.2,1.0,4001,16.902973,0.19916196
fedavg,persistent_sybil,18,8,2,3,0.2,1.0,4001,17.057077,0.20097771
fedavg,persistent_sybil,19,8,2,3,0.2,1.0,4001,16.956657,0.1997945
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,1,17.012531,0.20045285
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,1,16.932629,0.19951138
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,1,17.01689,0.2005042
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,1,17.081415,0.20126449
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,1,16.999651,0.20030108
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,1,17.075895,0.20119944
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,1,16.906866,0.19920783
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,1,16.885195,0.19895248
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,1,17.099262,0.20147477
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,1,16.92806,0.19945756
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,1,17.19645,0.20261988
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,1,16.97356,0.19999366
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,1,16.911606,0.19926368
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,1,17.068186,0.2011086
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,1,17.104067,0.20153138
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,1,16.91897,0.19935045
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,1,16.962631,0.1998649
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,1,16.98579,0.20013776
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,1,17.038263,0.20075603
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,1,16.905859,0.19919597
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,1001,16.926119,0.19943468
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,1001,17.048243,0.20087361
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,1001,16.949984,0.19971587
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,1001,16.976948,0.20003358
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,1001,16.88125,0.198906
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,1001,17.049185,0.20088471
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,1001,16.997623,0.2002772
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,1001,16.885332,0.1989541
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,1001,17.118654,0.20170325
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,1001,17.075825,0.20119861
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,1001,16.911064,0.19925728
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,1001,17.053932,0.20094065
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,1001,17.026289,0.20061494
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,1001,17.131077,0.20184962
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,1001,17.060017,0.20101234
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,1001,16.900433,0.19913203
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,1001,16.851702,0.19855784
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,1001,17.002214,0.20033129
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,1001,16.984417,0.20012158
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,1001,17.002941,0.20033985
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,2001,17.026028,0.20061187
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,2001,16.73597,0.19719422
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,2001,16.83839,0.198401
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,2001,16.905746,0.19919464
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,2001,17.090366,0.20136994
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,2001,16.88737,0.1989781
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,2001,16.952198,0.19974196
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,2001,16.955162,0.19977689
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,2001,17.038013,0.2007531
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,2001,17.044405,0.2008284
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,2001,16.917152,0.19932903
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,2001,16.972807,0.19998479
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,2001,17.15824,0.20216967
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,2001,17.149744,0.20206958
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,2001,16.88247,0.19892037
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,2001,16.986656,0.20014797
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,2001,16.874382,0.19882508
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,2001,17.09483,0.20142254
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,2001,17.0207,0.2005491
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,2001,17.111414,0.20161794
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,3001,16.98005,0.20007011
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,3001,16.945242,0.19966
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,3001,17.155369,0.20213585
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,3001,16.876078,0.19884506
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,3001,16.93854,0.19958103
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,3001,16.951605,0.19973497
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,3001,16.933462,0.1995212
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,3001,16.909292,0.19923641
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,3001,16.935732,0.19954795
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,3001,17.04365,0.2008195
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,3001,17.080673,0.20125574
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,3001,16.806553,0.19802587
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,3001,17.081898,0.20127016
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,3001,16.898067,0.19910416
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,3001,16.93225,0.19950691
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,3001,16.92433,0.1994136
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,3001,17.042038,0.20080051
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,3001,17.168282,0.202288
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,3001,17.020422,0.20054582
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,3001,17.070965,0.20114134
dss_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,4001,16.940168,0.19960022
dss_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,4001,16.953426,0.19975643
dss_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,4001,16.95562,0.19978228
dss_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,4001,16.974546,0.20000528
dss_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,4001,16.964914,0.19989179
dss_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,4001,17.065178,0.20107315
dss_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,4001,16.952446,0.19974488
dss_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,4001,17.029116,0.20064825
dss_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,4001,17.049046,0.20088308
dss_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,4001,17.030855,0.20066875
dss_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,4001,16.977266,0.20003733
dss_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,4001,17.000307,0.20030881
dss_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,4001,16.984943,0.20012778
dss_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,4001,17.065851,0.2010811
dss_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,4001,16.940279,0.19960152
dss_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,4001,16.943071,0.19963442
dss_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,4001,16.95906,0.19982281
dss_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,4001,16.902973,0.19916196
dss_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,4001,17.057077,0.20097771
dss_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,4001,16.956657,0.1997945
dssstab_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,1,17.012531,0.20045285
dssstab_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,1,16.932629,0.19951138
dssstab_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,1,17.01689,0.2005042
dssstab_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,1,17.081415,0.20126449
dssstab_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,1,16.999651,0.20030108
dssstab_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,1,17.075895,0.20119944
dssstab_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,1,16.906866,0.19920783
dssstab_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,1,16.885195,0.19895248
dssstab_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,1,17.099262,0.20147477
dssstab_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,1,16.92806,0.19945756
dssstab_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,1,17.19645,0.20261988
dssstab_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,1,16.97356,0.19999366
dssstab_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,1,16.911606,0.19926368
dssstab_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,1,17.068186,0.2011086
dssstab_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,1,17.104067,0.20153138
dssstab_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,1,16.91897,0.19935045
dssstab_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,1,16.962631,0.1998649
dssstab_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,1,16.98579,0.20013776
dssstab_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,1,17.038263,0.20075603
dssstab_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,1,16.905859,0.19919597
dssstab_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,1001,16.926119,0.19943468
dssstab_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,1001,17.048243,0.20087361
dssstab_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,1001,16.949984,0.19971587
dssstab_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,1001,16.976948,0.20003358
dssstab_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,1001,16.88125,0.198906
dssstab_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,1001,17.049185,0.20088471
dssstab_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,1001,16.997623,0.2002772
dssstab_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,1001,16.885332,0.1989541
dssstab_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,1001,17.118654,0.20170325
dssstab_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,1001,17.075825,0.20119861
dssstab_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,1001,16.911064,0.19925728
dssstab_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,1001,17.053932,0.20094065
dssstab_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,1001,17.026289,0.20061494
dssstab_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,1001,17.131077,0.20184962
dssstab_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,1001,17.060017,0.20101234
dssstab_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,1001,16.900433,0.19913203
dssstab_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,1001,16.851702,0.19855784
dssstab_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,1001,17.002214,0.20033129
dssstab_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,1001,16.984417,0.20012158
dssstab_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,1001,17.002941,0.20033985
dssstab_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,2001,17.026028,0.20061187
dssstab_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,2001,16.73597,0.19719422
dssstab_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,2001,16.83839,0.198401
dssstab_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,2001,16.905746,0.19919464
dssstab_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,2001,17.090366,0.20136994
dssstab_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,2001,16.88737,0.1989781
dssstab_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,2001,16.952198,0.19974196
dssstab_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,2001,16.955162,0.19977689
dssstab_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,2001,17.038013,0.2007531
dssstab_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,2001,17.044405,0.2008284
dssstab_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,2001,16.917152,0.19932903
dssstab_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,2001,16.972807,0.19998479
dssstab_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,2001,17.15824,0.20216967
dssstab_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,2001,17.149744,0.20206958
dssstab_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,2001,16.88247,0.19892037
dssstab_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,2001,16.986656,0.20014797
dssstab_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,2001,16.874382,0.19882508
dssstab_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,2001,17.09483,0.20142254
dssstab_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,2001,17.0207,0.2005491
dssstab_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,2001,17.111414,0.20161794
dssstab_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,3001,16.98005,0.20007011
dssstab_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,3001,16.945242,0.19966
dssstab_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,3001,17.155369,0.20213585
dssstab_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,3001,16.876078,0.19884506
dssstab_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,3001,16.93854,0.19958103
dssstab_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,3001,16.951605,0.19973497
dssstab_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,3001,16.933462,0.1995212
dssstab_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,3001,16.909292,0.19923641
dssstab_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,3001,16.935732,0.19954795
dssstab_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,3001,17.04365,0.2008195
dssstab_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,3001,17.080673,0.20125574
dssstab_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,3001,16.806553,0.19802587
dssstab_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,3001,17.081898,0.20127016
dssstab_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,3001,16.898067,0.19910416
dssstab_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,3001,16.93225,0.19950691
dssstab_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,3001,16.92433,0.1994136
dssstab_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,3001,17.042038,0.20080051
dssstab_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,3001,17.168282,0.202288
dssstab_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,3001,17.020422,0.20054582
dssstab_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,3001,17.070965,0.20114134
dssstab_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,4001,16.940168,0.19960022
dssstab_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,4001,16.953426,0.19975643
dssstab_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,4001,16.95562,0.19978228
dssstab_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,4001,16.974546,0.20000528
dssstab_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,4001,16.964914,0.19989179
dssstab_fedavg,persistent_sybil,5,8,2,3,0.2,1.0,4001,17.065178,0.20107315
dssstab_fedavg,persistent_sybil,6,8,2,3,0.2,1.0,4001,16.952446,0.19974488
dssstab_fedavg,persistent_sybil,7,8,2,3,0.2,1.0,4001,17.029116,0.20064825
dssstab_fedavg,persistent_sybil,8,8,2,3,0.2,1.0,4001,17.049046,0.20088308
dssstab_fedavg,persistent_sybil,9,8,2,3,0.2,1.0,4001,17.030855,0.20066875
dssstab_fedavg,persistent_sybil,10,8,2,3,0.2,1.0,4001,16.977266,0.20003733
dssstab_fedavg,persistent_sybil,11,8,2,3,0.2,1.0,4001,17.000307,0.20030881
dssstab_fedavg,persistent_sybil,12,8,2,3,0.2,1.0,4001,16.984943,0.20012778
dssstab_fedavg,persistent_sybil,13,8,2,3,0.2,1.0,4001,17.065851,0.2010811
dssstab_fedavg,persistent_sybil,14,8,2,3,0.2,1.0,4001,16.940279,0.19960152
dssstab_fedavg,persistent_sybil,15,8,2,3,0.2,1.0,4001,16.943071,0.19963442
dssstab_fedavg,persistent_sybil,16,8,2,3,0.2,1.0,4001,16.95906,0.19982281
dssstab_fedavg,persistent_sybil,17,8,2,3,0.2,1.0,4001,16.902973,0.19916196
dssstab_fedavg,persistent_sybil,18,8,2,3,0.2,1.0,4001,17.057077,0.20097771
dssstab_fedavg,persistent_sybil,19,8,2,3,0.2,1.0,4001,16.956657,0.1997945
dsscoll_fedavg,persistent_sybil,0,8,2,3,0.2,1.0,1,17.012531,0.20045285
dsscoll_fedavg,persistent_sybil,1,8,2,3,0.2,1.0,1,0.59239763,0.0069800187
dsscoll_fedavg,persistent_sybil,2,8,2,3,0.2,1.0,1,0.11130519,0.0013114711
dsscoll_fedavg,persistent_sybil,3,8,2,3,0.2,1.0,1,0.23903604,0.00281648
dsscoll_fedavg,persistent_sybil,4,8,2,3,0.2,1.0,1,0.07005155,0.0008253935
